Year,City,Sport,Discipline,Athlete,Location,Gender,Event,Medal
1994,Lillehammer,Biathlon,Biathlon, Uschi disl,Germany,Women,15KM,Bronze
1994,Lillehammer,Biathlon,Biathlon, Myriam bedard,Canada,Women,15KM,Gold
1994,Lillehammer,Biathlon,Biathlon, Anne briand bouthiaux,France,Women,15KM,Silver
1994,Lillehammer,Biathlon,Biathlon, Anne briand bouthiaux,France,Women,4X7.5KM Relay,Bronze
1994,Lillehammer,Biathlon,Biathlon, Delphyne burlet,France,Women,4X7.5KM Relay,Bronze
1994,Lillehammer,Biathlon,Biathlon, Véronique claudel,France,Women,4X7.5KM Relay,Bronze
1994,Lillehammer,Biathlon,Biathlon, Corinne niogret,France,Women,4X7.5KM Relay,Bronze
1994,Lillehammer,Biathlon,Biathlon, Louiza noskova,Russia,Women,4X7.5KM Relay,Gold
1994,Lillehammer,Biathlon,Biathlon, Anfisa reztsova,Russia,Women,4X7.5KM Relay,Gold
1994,Lillehammer,Biathlon,Biathlon, Natalia snytina,Russia,Women,4X7.5KM Relay,Gold
1994,Lillehammer,Biathlon,Biathlon, Nadejda talanova,Russia,Women,4X7.5KM Relay,Gold
1994,Lillehammer,Biathlon,Biathlon, Uschi disl,Germany,Women,4X7.5KM Relay,Silver
1994,Lillehammer,Biathlon,Biathlon, Simone greiner-petter-memm,Germany,Women,4X7.5KM Relay,Silver
1994,Lillehammer,Biathlon,Biathlon, Antje harvey,Germany,Women,4X7.5KM Relay,Silver
1994,Lillehammer,Biathlon,Biathlon, Petra schaaf,Germany,Women,4X7.5KM Relay,Silver
1994,Lillehammer,Biathlon,Biathlon, Valentyna tserbe-nessina,Ukraine,Women,7.5KM,Bronze
1994,Lillehammer,Biathlon,Biathlon, Myriam bedard,Canada,Women,7.5KM,Gold
1994,Lillehammer,Biathlon,Biathlon, Svetlana paramygina,Belarus,Women,7.5KM,Silver
1994,Lillehammer,Luge,Luge, Andrea tagwerker,Austria,Women,Singles,Bronze
1994,Lillehammer,Luge,Luge, Gerda weissensteiner,Italy,Women,Singles,Gold
1994,Lillehammer,Luge,Luge, Susi-Lisa erdmann,Germany,Women,Singles,Silver
1994,Lillehammer,Skating,Figure skating, Jayne torvill,UK,Women,Ice Dancing,Bronze
1994,Lillehammer,Skating,Figure skating, Pasha grischuk,Russia,Women,Ice Dancing,Gold
1994,Lillehammer,Skating,Figure skating, Maya usova,Russia,Women,Ice Dancing,Silver
1994,Lillehammer,Skating,Figure skating, Lu chen,China,Women,Individual,Bronze
1994,Lillehammer,Skating,Figure skating, Oksana baiul,Ukraine,Women,Individual,Gold
1994,Lillehammer,Skating,Figure skating, Nancy kerrigan,USA,Women,Individual,Silver
1994,Lillehammer,Skating,Figure skating, Isabelle brasseur,Canada,Women,Pairs,Bronze
1994,Lillehammer,Skating,Figure skating, Yekaterina gordeyeva,Russia,Women,Pairs,Gold
1994,Lillehammer,Skating,Figure skating, Natalya mishkutyonok,Russia,Women,Pairs,Silver
1994,Lillehammer,Skating,Short Track Speed Skating, So-Hee kim,South Korea,Women,1000M,Bronze
1994,Lillehammer,Skating,Short Track Speed Skating, Lee-Kyung chun,South Korea,Women,1000M,Gold
1994,Lillehammer,Skating,Short Track Speed Skating, Nathalie lambert,Canada,Women,1000M,Silver
1994,Lillehammer,Skating,Short Track Speed Skating, Karen cashman,USA,Women,3000M Relay,Bronze
1994,Lillehammer,Skating,Short Track Speed Skating, Amy peterson,USA,Women,3000M Relay,Bronze
1994,Lillehammer,Skating,Short Track Speed Skating, Shana sundstrom,USA,Women,3000M Relay,Bronze
1994,Lillehammer,Skating,Short Track Speed Skating, Cathy turner,USA,Women,3000M Relay,Bronze
1994,Lillehammer,Skating,Short Track Speed Skating, Nikki ziegelmeyer,USA,Women,3000M Relay,Bronze
1994,Lillehammer,Skating,Short Track Speed Skating, Lee-Kyung chun,South Korea,Women,3000M Relay,Gold
1994,Lillehammer,Skating,Short Track Speed Skating, Ryang-Hee kim,South Korea,Women,3000M Relay,Gold
1994,Lillehammer,Skating,Short Track Speed Skating, So-Hee kim,South Korea,Women,3000M Relay,Gold
1994,Lillehammer,Skating,Short Track Speed Skating, Yoon-Mi kim,South Korea,Women,3000M Relay,Gold
1994,Lillehammer,Skating,Short Track Speed Skating, Hye-Kyung won,South Korea,Women,3000M Relay,Gold
1994,Lillehammer,Skating,Short Track Speed Skating, Christine boudrias,Canada,Women,3000M Relay,Silver
1994,Lillehammer,Skating,Short Track Speed Skating, Isabelle charest,Canada,Women,3000M Relay,Silver
1994,Lillehammer,Skating,Short Track Speed Skating, Angela cutrone,Canada,Women,3000M Relay,Silver
1994,Lillehammer,Skating,Short Track Speed Skating, Sylvie daigle,Canada,Women,3000M Relay,Silver
1994,Lillehammer,Skating,Short Track Speed Skating, Nathalie lambert,Canada,Women,3000M Relay,Silver
1994,Lillehammer,Skating,Short Track Speed Skating, Amy peterson,USA,Women,500M,Bronze
1994,Lillehammer,Skating,Short Track Speed Skating, Cathy turner,USA,Women,500M,Gold
1994,Lillehammer,Skating,Short Track Speed Skating, Yanmei zhang,China,Women,500M,Silver
1994,Lillehammer,Skating,Speed skating, Qiaobo ye,China,Women,1000M,Bronze
1994,Lillehammer,Skating,Speed skating, Bonnie blair,USA,Women,1000M,Gold
1994,Lillehammer,Skating,Speed skating, Anke baier-loef,Germany,Women,1000M,Silver
1994,Lillehammer,Skating,Speed skating, Gunda niemann-stirnemann,Germany,Women,1500M,Bronze
1994,Lillehammer,Skating,Speed skating, Emese hunyady,Austria,Women,1500M,Gold
1994,Lillehammer,Skating,Speed skating, Svetlana fedotkina,Russia,Women,1500M,Silver
1994,Lillehammer,Skating,Speed skating, Claudia pechstein,Germany,Women,3000M,Bronze
1994,Lillehammer,Skating,Speed skating, Svetlana bajanova,Russia,Women,3000M,Gold
1994,Lillehammer,Skating,Speed skating, Emese hunyady,Austria,Women,3000M,Silver
1994,Lillehammer,Skating,Speed skating, Hiromi yamamoto,Japan,Women,5000M,Bronze
1994,Lillehammer,Skating,Speed skating, Claudia pechstein,Germany,Women,5000M,Gold
1994,Lillehammer,Skating,Speed skating, Gunda niemann-stirnemann,Germany,Women,5000M,Silver
1994,Lillehammer,Skating,Speed skating, Franziska schenk,Germany,Women,500M,Bronze
1994,Lillehammer,Skating,Speed skating, Bonnie blair,USA,Women,500M,Gold
1994,Lillehammer,Skating,Speed skating, Susan auch,Canada,Women,500M,Silver
1994,Lillehammer,Skiing,Alpine Skiing, Alenka dovzan,Slovenia,Women,Alpine Combined,Bronze
1994,Lillehammer,Skiing,Alpine Skiing, Pernilla wiberg,Sweden,Women,Alpine Combined,Gold
1994,Lillehammer,Skiing,Alpine Skiing, Vreni schneider,Switzerland,Women,Alpine Combined,Silver
1994,Lillehammer,Skiing,Alpine Skiing, Isolde kostner,Italy,Women,Downhill,Bronze
1994,Lillehammer,Skiing,Alpine Skiing, Katja seizinger,Germany,Women,Downhill,Gold
1994,Lillehammer,Skiing,Alpine Skiing, Picabo street,USA,Women,Downhill,Silver
1994,Lillehammer,Skiing,Alpine Skiing, Vreni schneider,Switzerland,Women,Giant Slalom,Bronze
1994,Lillehammer,Skiing,Alpine Skiing, Deborah compagnoni,Italy,Women,Giant Slalom,Gold
1994,Lillehammer,Skiing,Alpine Skiing, Martina ertl,Germany,Women,Giant Slalom,Silver
1994,Lillehammer,Skiing,Alpine Skiing, Katja koren,Slovenia,Women,Slalom,Bronze
1994,Lillehammer,Skiing,Alpine Skiing, Vreni schneider,Switzerland,Women,Slalom,Gold
1994,Lillehammer,Skiing,Alpine Skiing, Elfriede eder,Austria,Women,Slalom,Silver
1994,Lillehammer,Skiing,Alpine Skiing, Isolde kostner,Italy,Women,Super-G,Bronze
1994,Lillehammer,Skiing,Alpine Skiing, Diann roffe,USA,Women,Super-G,Gold
1994,Lillehammer,Skiing,Alpine Skiing, Svetlana gladisheva,Russia,Women,Super-G,Silver
1994,Lillehammer,Skiing,Cross Country Skiing, Nina gavriljuk,Russia,Women,15KM Mass Start,Bronze
1994,Lillehammer,Skiing,Cross Country Skiing, Manuela di centa,Italy,Women,15KM Mass Start,Gold
1994,Lillehammer,Skiing,Cross Country Skiing, Ljubov egorova,Russia,Women,15KM Mass Start,Silver
1994,Lillehammer,Skiing,Cross Country Skiing, Marja-Liisa kirvesniemi,Finland,Women,30KM,Bronze
1994,Lillehammer,Skiing,Cross Country Skiing, Manuela di centa,Italy,Women,30KM,Gold
1994,Lillehammer,Skiing,Cross Country Skiing, Marit mikkelsplass,Norway,Women,30KM,Silver
1994,Lillehammer,Skiing,Cross Country Skiing, Stefania belmondo,Italy,Women,4X5KM Relay,Bronze
1994,Lillehammer,Skiing,Cross Country Skiing, Manuela di centa,Italy,Women,4X5KM Relay,Bronze
1994,Lillehammer,Skiing,Cross Country Skiing, Gabriella paruzzi,Italy,Women,4X5KM Relay,Bronze
1994,Lillehammer,Skiing,Cross Country Skiing, Bice vanzetta,Italy,Women,4X5KM Relay,Bronze
1994,Lillehammer,Skiing,Cross Country Skiing, Ljubov egorova,Russia,Women,4X5KM Relay,Gold
1994,Lillehammer,Skiing,Cross Country Skiing, Nina gavriljuk,Russia,Women,4X5KM Relay,Gold
1994,Lillehammer,Skiing,Cross Country Skiing, Larissa lazutina,Russia,Women,4X5KM Relay,Gold
1994,Lillehammer,Skiing,Cross Country Skiing, Elena vaelbe,Russia,Women,4X5KM Relay,Gold
1994,Lillehammer,Skiing,Cross Country Skiing, Trude dybendahl hartz,Norway,Women,4X5KM Relay,Silver
1994,Lillehammer,Skiing,Cross Country Skiing, Anita moen,Norway,Women,4X5KM Relay,Silver
1994,Lillehammer,Skiing,Cross Country Skiing, Elin nilsen,Norway,Women,4X5KM Relay,Silver
1994,Lillehammer,Skiing,Cross Country Skiing, Inger Helene nybraaten,Norway,Women,4X5KM Relay,Silver
1994,Lillehammer,Skiing,Cross Country Skiing, Marja-Liisa kirvesniemi,Finland,Women,5KM,Bronze
1994,Lillehammer,Skiing,Cross Country Skiing, Ljubov egorova,Russia,Women,5KM,Gold
1994,Lillehammer,Skiing,Cross Country Skiing, Manuela di centa,Italy,Women,5KM,Silver
1994,Lillehammer,Skiing,Cross Country Skiing, Stefania belmondo,Italy,Women,Combined 5KM + 10KM Pursuit,Bronze
1994,Lillehammer,Skiing,Cross Country Skiing, Ljubov egorova,Russia,Women,Combined 5KM + 10KM Pursuit,Gold
1994,Lillehammer,Skiing,Cross Country Skiing, Manuela di centa,Italy,Women,Combined 5KM + 10KM Pursuit,Silver
1994,Lillehammer,Skiing,Freestyle Skiing, Hilde Synnove lid,Norway,Women,Aerials,Bronze
1994,Lillehammer,Skiing,Freestyle Skiing, Lina cheryazova,Uzbekistan,Women,Aerials,Gold
1994,Lillehammer,Skiing,Freestyle Skiing, Marie lindgren,Sweden,Women,Aerials,Silver
1994,Lillehammer,Skiing,Freestyle Skiing, Yelizaveta kozhevnikova,Russia,Women,Moguls,Bronze
1994,Lillehammer,Skiing,Freestyle Skiing, Stine Lise hattestad,Norway,Women,Moguls,Gold
1994,Lillehammer,Skiing,Freestyle Skiing, Elizabeth mcintyre,USA,Women,Moguls,Silver
1998,Nagano,Biathlon,Biathlon, Uschi disl,Germany,Women,15KM,Bronze
1998,Nagano,Biathlon,Biathlon, Ekaterina dafovska,Bulgaria,Women,15KM,Gold
1998,Nagano,Biathlon,Biathlon, Olena petrova,Ukraine,Women,15KM,Silver
1998,Nagano,Biathlon,Biathlon, Gunn Margit andreassen,Norway,Women,4X7.5KM Relay,Bronze
1998,Nagano,Biathlon,Biathlon, Liv Grete poiree,Norway,Women,4X7.5KM Relay,Bronze
1998,Nagano,Biathlon,Biathlon, Annette sikveland,Norway,Women,4X7.5KM Relay,Bronze
1998,Nagano,Biathlon,Biathlon, Ann Elen skjelbreid,Norway,Women,4X7.5KM Relay,Bronze
1998,Nagano,Biathlon,Biathlon, Katrin apel,Germany,Women,4X7.5KM Relay,Gold
1998,Nagano,Biathlon,Biathlon, Petra behle-schaaf,Germany,Women,4X7.5KM Relay,Gold
1998,Nagano,Biathlon,Biathlon, Uschi disl,Germany,Women,4X7.5KM Relay,Gold
1998,Nagano,Biathlon,Biathlon, Martina zellner,Germany,Women,4X7.5KM Relay,Gold
1998,Nagano,Biathlon,Biathlon, Albina akhatova,Russia,Women,4X7.5KM Relay,Silver
1998,Nagano,Biathlon,Biathlon, Galina koukleva,Russia,Women,4X7.5KM Relay,Silver
1998,Nagano,Biathlon,Biathlon, Olga melnik,Russia,Women,4X7.5KM Relay,Silver
1998,Nagano,Biathlon,Biathlon, Olga romasko,Russia,Women,4X7.5KM Relay,Silver
1998,Nagano,Biathlon,Biathlon, Katrin apel,Germany,Women,7.5KM,Bronze
1998,Nagano,Biathlon,Biathlon, Galina koukleva,Russia,Women,7.5KM,Gold
1998,Nagano,Biathlon,Biathlon, Uschi disl,Germany,Women,7.5KM,Silver
1998,Nagano,Curling,Curling, Elisabet gustafson,Sweden,Women,Curling,Bronze
1998,Nagano,Curling,Curling, Margaretha lindahl,Sweden,Women,Curling,Bronze
1998,Nagano,Curling,Curling, Louise marmont,Sweden,Women,Curling,Bronze
1998,Nagano,Curling,Curling, Katarina nyberg,Sweden,Women,Curling,Bronze
1998,Nagano,Curling,Curling, Elisabeth persson,Sweden,Women,Curling,Bronze
1998,Nagano,Curling,Curling, Jan betker,Canada,Women,Curling,Gold
1998,Nagano,Curling,Curling, Atina ford,Canada,Women,Curling,Gold
1998,Nagano,Curling,Curling, Marcia gudereit,Canada,Women,Curling,Gold
1998,Nagano,Curling,Curling, Joan mccusker,Canada,Women,Curling,Gold
1998,Nagano,Curling,Curling, Sandra schmirler,Canada,Women,Curling,Gold
1998,Nagano,Curling,Curling, Jane bidstrup,Denmark,Women,Curling,Silver
1998,Nagano,Curling,Curling, Dorthe holm,Denmark,Women,Curling,Silver
1998,Nagano,Curling,Curling, Helena Blach lavrsen,Denmark,Women,Curling,Silver
1998,Nagano,Curling,Curling, Margit poertner,Denmark,Women,Curling,Silver
1998,Nagano,Curling,Curling, Trine qvist,Denmark,Women,Curling,Silver
1998,Nagano,Ice Hockey,Ice Hockey, Sari fisk,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Kirsi hanninen,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Satu huotari,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Marianne ihalainen,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Johanna ikonen,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Sari krooks,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Emma laaksonen,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Sanna lankosaari,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Katja lehtd,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Marika lehtimaki,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Riikka nieminen,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Marja-Helena palvila,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Tuula puputti,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Karoliina rantamaki,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Tiia reima,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Katja riipi,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Paivi salo,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Maria selin,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Liisa-Maria sneck,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Petra vaarakallio,Finland,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey, Chris bailey,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Laurie baker,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Alana blahoski,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Lisa brown-miller,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Karyn bye,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Colleen coyne,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Sara decosta,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Tricia dunn-luoma,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Cammi granato,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Katie king,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Shelley looney,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Sue merz,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Allison mleczko,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Tara mounsey,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Vicki movsessian,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Jenny potter,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Angela ruggiero,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Sarah tueting,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Gretchen ulion,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Sandra whyte,USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey, Jennifer botterill,Canada,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey, Therese brisson,Canada,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey, Cassie campbell,Canada,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey, Judy diduck,Canada,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey, Nancy drolet,Canada,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey, Lori dupuis,Canada,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey, Danielle goyette,Canada,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey, Geraldine heaney,Canada,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey, Jayna hefford,Canada,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey, Becky kellar,Canada,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey, Katheryn mccormack,Canada,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey, Karen nystrom,Canada,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey, Lesley reddon,Canada,Women,Ice Hockey,Silver
