Year,City,Sport,Discipline,Athlete,Location,Gender,Event,Medal
2014,Sochi,Ice Hockey,Ice Hockey, Laura benz,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Sara benz,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Nicole bullo,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Romy eggimann,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Sarah forster,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Angela frautschi,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Jessica lutz,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Julia marty,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Stefanie marty,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Alina muller,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Katrin nabholz,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Evelina raselli,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Florence schelling,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Phoebe staenz,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Lara stalder,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Anja stiefel,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Sandra thalmann,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Nina waidacher,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Kacey bellamy,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Megan bozek,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Alex carpenter,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Julie chu,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Kendall coyne,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Brianna decker,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Meghan duggan,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Lyndsey fry,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Amanda kessel,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Hilary knight,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Jocelyne lamoureux,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Monique lamoureux,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Gigi marvin,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Brianne mclaughlin,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Michelle picard,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Josephine pucci,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Molly schaus,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Anne schleper,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Kelli stack,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Lee stecklein,USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Jessie vetter,USA,Women,Ice Hockey,Silver
2014,Sochi,Luge,Luge, Natalie geisenberger,Germany,Women,Mixed Relay,Gold
2014,Sochi,Luge,Luge, Eliza tiruma,Latvia,Women,Mixed Relay,Bronze
2014,Sochi,Luge,Luge, Tatiana ivanova,Russia,Women,Mixed Relay,Silver
2014,Sochi,Luge,Luge, Natalie geisenberger,Germany,Women,Singles,Gold
2014,Sochi,Luge,Luge, Tatjana huefner,Germany,Women,Singles,Silver
2014,Sochi,Luge,Luge, Erin hamlin,USA,Women,Singles,Bronze
2014,Sochi,Skating,Figure skating, Tessa virtue,Canada,Women,Ice Dancing,Silver
2014,Sochi,Skating,Figure skating, Elena ilinykh,Russia,Women,Ice Dancing,Bronze
2014,Sochi,Skating,Figure skating, Meryl davis,USA,Women,Ice Dancing,Gold
2014,Sochi,Skating,Figure skating, Carolina kostner,Italy,Women,Individual,Bronze
2014,Sochi,Skating,Figure skating, Yuna kim,South Korea,Women,Individual,Silver
2014,Sochi,Skating,Figure skating, Adelina sotnikova,Russia,Women,Individual,Gold
2014,Sochi,Skating,Figure skating, Aliona savchenko,Germany,Women,Pairs,Bronze
2014,Sochi,Skating,Figure skating, Ksenia stolbova,Russia,Women,Pairs,Silver
2014,Sochi,Skating,Figure skating, Tatiana volosozhar,Russia,Women,Pairs,Gold
2014,Sochi,Skating,Figure skating, Meagan duhamel,Canada,Women,Team,Silver
2014,Sochi,Skating,Figure skating, Kirsten moore-towers,Canada,Women,Team,Silver
2014,Sochi,Skating,Figure skating, Kaetlyn osmond,Canada,Women,Team,Silver
2014,Sochi,Skating,Figure skating, Tessa virtue,Canada,Women,Team,Silver
2014,Sochi,Skating,Figure skating, Ekaterina bobrova,Russia,Women,Team,Gold
2014,Sochi,Skating,Figure skating, Elena ilinykh,Russia,Women,Team,Gold
2014,Sochi,Skating,Figure skating, Yulia lipnitskaya,Russia,Women,Team,Gold
2014,Sochi,Skating,Figure skating, Ksenia stolbova,Russia,Women,Team,Gold
2014,Sochi,Skating,Figure skating, Tatiana volosozhar,Russia,Women,Team,Gold
2014,Sochi,Skating,Figure skating, Marissa castelli,USA,Women,Team,Bronze
2014,Sochi,Skating,Figure skating, Meryl davis,USA,Women,Team,Bronze
2014,Sochi,Skating,Figure skating, Gracie gold,USA,Women,Team,Bronze
2014,Sochi,Skating,Figure skating, Ashley wagner,USA,Women,Team,Bronze
2014,Sochi,Skating,Short Track Speed Skating, Kexin fan,China,Women,1000M,Silver
2014,Sochi,Skating,Short Track Speed Skating, Seung-Hi park,South Korea,Women,1000M,Gold
2014,Sochi,Skating,Short Track Speed Skating, Suk Hee shim,South Korea,Women,1000M,Bronze
2014,Sochi,Skating,Short Track Speed Skating, Yang zhou,China,Women,1500M,Gold
2014,Sochi,Skating,Short Track Speed Skating, Arianna fontana,Italy,Women,1500M,Bronze
2014,Sochi,Skating,Short Track Speed Skating, Suk Hee shim,South Korea,Women,1500M,Silver
2014,Sochi,Skating,Short Track Speed Skating, Marie-Eve drolet,Canada,Women,3000M Relay,Silver
2014,Sochi,Skating,Short Track Speed Skating, Jessica hewitt,Canada,Women,3000M Relay,Silver
2014,Sochi,Skating,Short Track Speed Skating, Valerie maltais,Canada,Women,3000M Relay,Silver
2014,Sochi,Skating,Short Track Speed Skating, Marianne st-gelais,Canada,Women,3000M Relay,Silver
2014,Sochi,Skating,Short Track Speed Skating, Arianna fontana,Italy,Women,3000M Relay,Bronze
2014,Sochi,Skating,Short Track Speed Skating, Lucia peretti,Italy,Women,3000M Relay,Bronze
2014,Sochi,Skating,Short Track Speed Skating, Martina valcepina,Italy,Women,3000M Relay,Bronze
2014,Sochi,Skating,Short Track Speed Skating, Elena viviani,Italy,Women,3000M Relay,Bronze
2014,Sochi,Skating,Short Track Speed Skating, Ha-Ri cho,South Korea,Women,3000M Relay,Gold
2014,Sochi,Skating,Short Track Speed Skating, Alang kim,South Korea,Women,3000M Relay,Gold
2014,Sochi,Skating,Short Track Speed Skating, Sangjeong kong,South Korea,Women,3000M Relay,Gold
2014,Sochi,Skating,Short Track Speed Skating, Seung-Hi park,South Korea,Women,3000M Relay,Gold
2014,Sochi,Skating,Short Track Speed Skating, Suk Hee shim,South Korea,Women,3000M Relay,Gold
2014,Sochi,Skating,Short Track Speed Skating, Jianrou li,China,Women,500M,Gold
2014,Sochi,Skating,Short Track Speed Skating, Arianna fontana,Italy,Women,500M,Silver
2014,Sochi,Skating,Short Track Speed Skating, Seung-Hi park,South Korea,Women,500M,Bronze
2014,Sochi,Skating,Speed skating, Hong zhang,China,Women,1000M,Gold
2014,Sochi,Skating,Speed skating, Margot boer,Netherlands,Women,1000M,Bronze
2014,Sochi,Skating,Speed skating, Ireen wüst,Netherlands,Women,1000M,Silver
2014,Sochi,Skating,Speed skating, Jorien ter mors,Netherlands,Women,1500M,Gold
2014,Sochi,Skating,Speed skating, Lotte van beek,Netherlands,Women,1500M,Bronze
2014,Sochi,Skating,Speed skating, Ireen wüst,Netherlands,Women,1500M,Silver
2014,Sochi,Skating,Speed skating, Martina sablikova,Czech Republic,Women,3000M,Silver
2014,Sochi,Skating,Speed skating, Ireen wüst,Netherlands,Women,3000M,Gold
2014,Sochi,Skating,Speed skating, Olga graf,Russia,Women,3000M,Bronze
2014,Sochi,Skating,Speed skating, Martina sablikova,Czech Republic,Women,5000M,Gold
2014,Sochi,Skating,Speed skating, Carien kleibeuker,Netherlands,Women,5000M,Bronze
2014,Sochi,Skating,Speed skating, Ireen wüst,Netherlands,Women,5000M,Silver
2014,Sochi,Skating,Speed skating, Sang Hwa lee,South Korea,Women,500M,Gold
2014,Sochi,Skating,Speed skating, Margot boer,Netherlands,Women,500M,Bronze
2014,Sochi,Skating,Speed skating, Olga fatkulina,Russia,Women,500M,Silver
2014,Sochi,Skating,Speed skating, Marrit leenstra,Netherlands,Women,Team Pursuit,Gold
2014,Sochi,Skating,Speed skating, Jorien ter mors,Netherlands,Women,Team Pursuit,Gold
2014,Sochi,Skating,Speed skating, Lotte van beek,Netherlands,Women,Team Pursuit,Gold
2014,Sochi,Skating,Speed skating, Ireen wüst,Netherlands,Women,Team Pursuit,Gold
2014,Sochi,Skating,Speed skating, Katarzyna bachleda-curus,Poland,Women,Team Pursuit,Silver
2014,Sochi,Skating,Speed skating, Natalia czerwonka,Poland,Women,Team Pursuit,Silver
2014,Sochi,Skating,Speed skating, Katarzyna wozniak,Poland,Women,Team Pursuit,Silver
2014,Sochi,Skating,Speed skating, Luiza zlotkowska,Poland,Women,Team Pursuit,Silver
2014,Sochi,Skating,Speed skating, Olga graf,Russia,Women,Team Pursuit,Bronze
2014,Sochi,Skating,Speed skating, Yekaterina lobysheva,Russia,Women,Team Pursuit,Bronze
2014,Sochi,Skating,Speed skating, Yekaterina shikhova,Russia,Women,Team Pursuit,Bronze
2014,Sochi,Skating,Speed skating, Yuliya skokova,Russia,Women,Team Pursuit,Bronze
2014,Sochi,Skiing,Alpine Skiing, Tina maze,Slovenia,Women,Downhill,Gold
2014,Sochi,Skiing,Alpine Skiing, Dominique gisin,Switzerland,Women,Downhill,Gold
2014,Sochi,Skiing,Alpine Skiing, Lara gut,Switzerland,Women,Downhill,Bronze
2014,Sochi,Skiing,Alpine Skiing, Anna fenninger,Austria,Women,Giant Slalom,Silver
2014,Sochi,Skiing,Alpine Skiing, Viktoria rebensburg,Germany,Women,Giant Slalom,Bronze
2014,Sochi,Skiing,Alpine Skiing, Tina maze,Slovenia,Women,Giant Slalom,Gold
2014,Sochi,Skiing,Alpine Skiing, Marlies schild,Austria,Women,Slalom,Silver
2014,Sochi,Skiing,Alpine Skiing, Kathrin zettel,Austria,Women,Slalom,Bronze
2014,Sochi,Skiing,Alpine Skiing, Mikaela shiffrin,USA,Women,Slalom,Gold
2014,Sochi,Skiing,Alpine Skiing, Nicole hosp,Austria,Women,Super Combined,Silver
2014,Sochi,Skiing,Alpine Skiing, Maria hoefl-riesch,Germany,Women,Super Combined,Gold
2014,Sochi,Skiing,Alpine Skiing, Julia mancuso,USA,Women,Super Combined,Bronze
2014,Sochi,Skiing,Alpine Skiing, Anna fenninger,Austria,Women,Super-G,Gold
2014,Sochi,Skiing,Alpine Skiing, Nicole hosp,Austria,Women,Super-G,Bronze
2014,Sochi,Skiing,Alpine Skiing, Maria hoefl-riesch,Germany,Women,Super-G,Silver
2014,Sochi,Skiing,Cross Country Skiing, Therese johaug,Norway,Women,10KM,Bronze
2014,Sochi,Skiing,Cross Country Skiing, Justyna kowalczyk,Poland,Women,10KM,Gold
2014,Sochi,Skiing,Cross Country Skiing, Charlotte kalla,Sweden,Women,10KM,Silver
2014,Sochi,Skiing,Cross Country Skiing, Marit bjoergen,Norway,Women,30KM,Gold
2014,Sochi,Skiing,Cross Country Skiing, Therese johaug,Norway,Women,30KM,Silver
2014,Sochi,Skiing,Cross Country Skiing, Kristin Stoermer steira,Norway,Women,30KM,Bronze
2014,Sochi,Skiing,Cross Country Skiing, Anne kylloenen,Finland,Women,4X5KM Relay,Silver
2014,Sochi,Skiing,Cross Country Skiing, Krista lahteenmaki,Finland,Women,4X5KM Relay,Silver
2014,Sochi,Skiing,Cross Country Skiing, Kerttu niskanen,Finland,Women,4X5KM Relay,Silver
2014,Sochi,Skiing,Cross Country Skiing, Aino-Kaisa saarinen,Finland,Women,4X5KM Relay,Silver
2014,Sochi,Skiing,Cross Country Skiing, Stefanie boehler,Germany,Women,4X5KM Relay,Bronze
2014,Sochi,Skiing,Cross Country Skiing, Nicole fessel,Germany,Women,4X5KM Relay,Bronze
2014,Sochi,Skiing,Cross Country Skiing, Denise herrmann,Germany,Women,4X5KM Relay,Bronze
2014,Sochi,Skiing,Cross Country Skiing, Claudia nystad,Germany,Women,4X5KM Relay,Bronze
2014,Sochi,Skiing,Cross Country Skiing, Anna haag,Sweden,Women,4X5KM Relay,Gold
2014,Sochi,Skiing,Cross Country Skiing, Ida ingemarsdotter,Sweden,Women,4X5KM Relay,Gold
2014,Sochi,Skiing,Cross Country Skiing, Charlotte kalla,Sweden,Women,4X5KM Relay,Gold
2014,Sochi,Skiing,Cross Country Skiing, Emma wiken,Sweden,Women,4X5KM Relay,Gold
2014,Sochi,Skiing,Cross Country Skiing, Marit bjoergen,Norway,Women,Combined7.5+7.5,Gold
2014,Sochi,Skiing,Cross Country Skiing, Heidi weng,Norway,Women,Combined7.5+7.5,Bronze
2014,Sochi,Skiing,Cross Country Skiing, Charlotte kalla,Sweden,Women,Combined7.5+7.5,Silver
2014,Sochi,Skiing,Cross Country Skiing, Maiken Caspersen falla,Norway,Women,Sprint 1.5KM,Gold
2014,Sochi,Skiing,Cross Country Skiing, Ingvild Flugstad oestberg,Norway,Women,Sprint 1.5KM,Silver
2014,Sochi,Skiing,Cross Country Skiing, Vesna fabjan,Slovenia,Women,Sprint 1.5KM,Bronze
2014,Sochi,Skiing,Cross Country Skiing, Kerttu niskanen,Finland,Women,Team Sprint,Silver
2014,Sochi,Skiing,Cross Country Skiing, Aino-Kaisa saarinen,Finland,Women,Team Sprint,Silver
2014,Sochi,Skiing,Cross Country Skiing, Marit bjoergen,Norway,Women,Team Sprint,Gold
2014,Sochi,Skiing,Cross Country Skiing, Ingvild Flugstad oestberg,Norway,Women,Team Sprint,Gold
2014,Sochi,Skiing,Cross Country Skiing, Ida ingemarsdotter,Sweden,Women,Team Sprint,Bronze
2014,Sochi,Skiing,Cross Country Skiing, Stina nilsson,Sweden,Women,Team Sprint,Bronze
2014,Sochi,Skiing,Freestyle Skiing, Lydia lassila,Australia,Women,Aerials,Bronze
2014,Sochi,Skiing,Freestyle Skiing, Alla tsuper,Belarus,Women,Aerials,Gold
2014,Sochi,Skiing,Freestyle Skiing, Mengtao xu,China,Women,Aerials,Silver
2014,Sochi,Skiing,Freestyle Skiing, Chloe dufour-lapointe,Canada,Women,Moguls,Silver
2014,Sochi,Skiing,Freestyle Skiing, Justine dufour-lapointe,Canada,Women,Moguls,Gold
2014,Sochi,Skiing,Freestyle Skiing, Hannah kearney,USA,Women,Moguls,Bronze
2014,Sochi,Skiing,Freestyle Skiing, Kelsey serwa,Canada,Women,Ski Cross,Silver
2014,Sochi,Skiing,Freestyle Skiing, Marielle thompson,Canada,Women,Ski Cross,Gold
2014,Sochi,Skiing,Freestyle Skiing, Anna holmlund,Sweden,Women,Ski Cross,Bronze
2014,Sochi,Skiing,Freestyle Skiing, Marie martinod,France,Women,Ski Halfpipe,Silver
2014,Sochi,Skiing,Freestyle Skiing, Ayana onozuka,Japan,Women,Ski Halfpipe,Bronze
2014,Sochi,Skiing,Freestyle Skiing, Maddie bowman,USA,Women,Ski Halfpipe,Gold
2014,Sochi,Skiing,Freestyle Skiing, Dara howell,Canada,Women,Ski Slopestyle,Gold
2014,Sochi,Skiing,Freestyle Skiing, Kim lamarre,Canada,Women,Ski Slopestyle,Bronze
2014,Sochi,Skiing,Freestyle Skiing, Devin logan,USA,Women,Ski Slopestyle,Silver
2014,Sochi,Skiing,Ski Jumping, Daniela iraschko-stolz,Austria,Women,K90 Individual,Silver
2014,Sochi,Skiing,Ski Jumping, Coline mattel,France,Women,K90 Individual,Bronze
2014,Sochi,Skiing,Ski Jumping, Carina vogt,Germany,Women,K90 Individual,Gold
2014,Sochi,Skiing,Snowboard, Tomoka takeuchi,Japan,Women,Giant Parall.S.,Silver
2014,Sochi,Skiing,Snowboard, Alena zavarzina,Russia,Women,Giant Parall.S.,Bronze
2014,Sochi,Skiing,Snowboard, Patrizia kummer,Switzerland,Women,Giant Parall.S.,Gold
2014,Sochi,Skiing,Snowboard, Torah bright,Australia,Women,Half-Pipe,Silver
2014,Sochi,Skiing,Snowboard, Kelly clark,USA,Women,Half-Pipe,Bronze
2014,Sochi,Skiing,Snowboard, Kaitlyn farrington,USA,Women,Half-Pipe,Gold
2014,Sochi,Skiing,Snowboard, Julia dujmovits,Austria,Women,Parallel Slalom,Gold
2014,Sochi,Skiing,Snowboard, Anke karstens,Germany,Women,Parallel Slalom,Silver
2014,Sochi,Skiing,Snowboard, Amelie kober,Germany,Women,Parallel Slalom,Bronze
2014,Sochi,Skiing,Snowboard, Enni rukajarvi,Finland,Women,Slopestyle,Silver
2014,Sochi,Skiing,Snowboard, Jenny jones,UK,Women,Slopestyle,Bronze
2014,Sochi,Skiing,Snowboard, Jamie anderson,USA,Women,Slopestyle,Gold
2014,Sochi,Skiing,Snowboard, Dominique maltais,Canada,Women,Snowboard Cross,Silver
2014,Sochi,Skiing,Snowboard, Eva samkova,Czech Republic,Women,Snowboard Cross,Gold
2014,Sochi,Skiing,Snowboard, Chloe trespeuch,France,Women,Snowboard Cross,Bronze
